path,label
file:/content/archive/Train/A/26590_A.jpg,A
file:/content/archive/Train/C/17399_C.jpg,C
file:/content/archive/Train/E/17797_E.jpg,E
file:/content/archive/Train/E/2814_E.jpg,E
file:/content/archive/Train/F/26656_F.jpg,F
file:/content/archive/Train/G/2836_G.jpg,G
file:/content/archive/Train/L/4106_L.jpg,L
file:/content/archive/Train/N/16471_N.jpg,N
file:/content/archive/Train/N/23634_N.jpg,N
file:/content/archive/Train/O/11033_O.jpg,O
file:/content/archive/Train/O/1507_O.jpg,O
file:/content/archive/Train/O/9683_O.jpg,O
file:/content/archive/Train/S/25747_S.jpg,S
file:/content/archive/Train/V/18030_V.jpg,V
file:/content/archive/Train/W/3343_W.jpg,W
file:/content/archive/Train/Y/13813_Y.jpg,Y
file:/content/archive/Train/Y/3744_Y.jpg,Y
file:/content/archive/Train/Y/5068_Y.jpg,Y
file:/content/archive/Train/A/1509_A.jpg,A
file:/content/archive/Train/B/25552_B.jpg,B
file:/content/archive/Train/C/13986_C.jpg,C
file:/content/archive/Train/C/24815_C.jpg,C
file:/content/archive/Train/C/5053_C.jpg,C
file:/content/archive/Train/F/11379_F.jpg,F
file:/content/archive/Train/F/26945_F.jpg,F
file:/content/archive/Train/F/3548_F.jpg,F
file:/content/archive/Train/F/9255_F.jpg,F
file:/content/archive/Train/G/12218_G.jpg,G
file:/content/archive/Train/G/12982_G.jpg,G
file:/content/archive/Train/G/678_G.jpg,G
file:/content/archive/Train/H/18763_H.jpg,H
file:/content/archive/Train/L/5187_L.jpg,L
file:/content/archive/Train/M/10475_M.jpg,M
file:/content/archive/Train/M/13955_M.jpg,M
file:/content/archive/Train/N/3801_N.jpg,N
file:/content/archive/Train/O/11608_O.jpg,O
file:/content/archive/Train/O/20202_O.jpg,O
file:/content/archive/Train/Q/4912_Q.jpg,Q
file:/content/archive/Train/S/17446_S.jpg,S
file:/content/archive/Train/S/19507_S.jpg,S
file:/content/archive/Train/X/21275_X.jpg,X
file:/content/archive/Train/A/15296_A.jpg,A
file:/content/archive/Train/A/23052_A.jpg,A
file:/content/archive/Train/B/4080_B.jpg,B
file:/content/archive/Train/C/6572_C.jpg,C
file:/content/archive/Train/F/10083_F.jpg,F
file:/content/archive/Train/F/21351_F.jpg,F
file:/content/archive/Train/F/511_F.jpg,F
file:/content/archive/Train/G/24996_G.jpg,G
file:/content/archive/Train/H/11947_H.jpg,H
file:/content/archive/Train/L/16716_L.jpg,L
file:/content/archive/Train/L/2125_L.jpg,L
file:/content/archive/Train/L/4425_L.jpg,L
file:/content/archive/Train/Q/11090_Q.jpg,Q
file:/content/archive/Train/Q/11517_Q.jpg,Q
file:/content/archive/Train/Q/11773_Q.jpg,Q
file:/content/archive/Train/Q/4507_Q.jpg,Q
file:/content/archive/Train/S/19294_S.jpg,S
file:/content/archive/Train/S/23261_S.jpg,S
file:/content/archive/Train/S/3697_S.jpg,S
file:/content/archive/Train/S/9291_S.jpg,S
file:/content/archive/Train/W/18480_W.jpg,W
file:/content/archive/Train/W/4726_W.jpg,W
file:/content/archive/Train/X/1154_X.jpg,X
file:/content/archive/Train/A/7822_A.jpg,A
file:/content/archive/Train/E/11295_E.jpg,E
file:/content/archive/Train/E/23354_E.jpg,E
file:/content/archive/Train/E/7835_E.jpg,E
file:/content/archive/Train/E/9448_E.jpg,E
file:/content/archive/Train/H/12526_H.jpg,H
file:/content/archive/Train/L/24412_L.jpg,L
file:/content/archive/Train/L/2870_L.jpg,L
file:/content/archive/Train/N/19212_N.jpg,N
file:/content/archive/Train/N/19451_N.jpg,N
file:/content/archive/Train/N/20514_N.jpg,N
file:/content/archive/Train/N/21111_N.jpg,N
file:/content/archive/Train/N/6450_N.jpg,N
file:/content/archive/Train/O/14744_O.jpg,O
file:/content/archive/Train/O/17802_O.jpg,O
file:/content/archive/Train/O/19594_O.jpg,O
file:/content/archive/Train/O/22755_O.jpg,O
file:/content/archive/Train/O/24597_O.jpg,O
file:/content/archive/Train/O/274_O.jpg,O
file:/content/archive/Train/O/8392_O.jpg,O
file:/content/archive/Train/P/13739_P.jpg,P
file:/content/archive/Train/P/16806_P.jpg,P
file:/content/archive/Train/P/9380_P.jpg,P
file:/content/archive/Train/W/27087_W.jpg,W
file:/content/archive/Train/X/21583_X.jpg,X
file:/content/archive/Train/A/11831_A.jpg,A
file:/content/archive/Train/A/16286_A.jpg,A
file:/content/archive/Train/A/6696_A.jpg,A
file:/content/archive/Train/B/4143_B.jpg,B
file:/content/archive/Train/E/17484_E.jpg,E
file:/content/archive/Train/E/21856_E.jpg,E
file:/content/archive/Train/F/26119_F.jpg,F
file:/content/archive/Train/F/7098_F.jpg,F
file:/content/archive/Train/F/9047_F.jpg,F
file:/content/archive/Train/G/24379_G.jpg,G
file:/content/archive/Train/G/8584_G.jpg,G
file:/content/archive/Train/L/14144_L.jpg,L
file:/content/archive/Train/L/21472_L.jpg,L
file:/content/archive/Train/L/971_L.jpg,L
file:/content/archive/Train/M/7871_M.jpg,M
file:/content/archive/Train/N/8538_N.jpg,N
file:/content/archive/Train/O/19090_O.jpg,O
file:/content/archive/Train/O/385_O.jpg,O
file:/content/archive/Train/Q/1029_Q.jpg,Q
file:/content/archive/Train/Q/10955_Q.jpg,Q
file:/content/archive/Train/Q/9169_Q.jpg,Q
file:/content/archive/Train/V/25203_V.jpg,V
file:/content/archive/Train/V/6428_V.jpg,V
file:/content/archive/Train/Y/19437_Y.jpg,Y
file:/content/archive/Train/A/10890_A.jpg,A
file:/content/archive/Train/B/24349_B.jpg,B
file:/content/archive/Train/C/13123_C.jpg,C
file:/content/archive/Train/E/13502_E.jpg,E
file:/content/archive/Train/E/16776_E.jpg,E
file:/content/archive/Train/E/1805_E.jpg,E
file:/content/archive/Train/E/9298_E.jpg,E
file:/content/archive/Train/F/16759_F.jpg,F
file:/content/archive/Train/H/10419_H.jpg,H
file:/content/archive/Train/H/15191_H.jpg,H
file:/content/archive/Train/L/19223_L.jpg,L
file:/content/archive/Train/L/19961_L.jpg,L
file:/content/archive/Train/L/9939_L.jpg,L
file:/content/archive/Train/M/18896_M.jpg,M
file:/content/archive/Train/N/14345_N.jpg,N
file:/content/archive/Train/N/18376_N.jpg,N
file:/content/archive/Train/N/7126_N.jpg,N
file:/content/archive/Train/O/11114_O.jpg,O
file:/content/archive/Train/O/16078_O.jpg,O
file:/content/archive/Train/O/25781_O.jpg,O
file:/content/archive/Train/O/9422_O.jpg,O
file:/content/archive/Train/P/24543_P.jpg,P
file:/content/archive/Train/Q/14043_Q.jpg,Q
file:/content/archive/Train/Q/16882_Q.jpg,Q
file:/content/archive/Train/Q/8026_Q.jpg,Q
file:/content/archive/Train/S/17620_S.jpg,S
file:/content/archive/Train/T/11071_T.jpg,T
file:/content/archive/Train/V/9663_V.jpg,V
file:/content/archive/Train/Y/24762_Y.jpg,Y
file:/content/archive/Train/Y/9266_Y.jpg,Y
file:/content/archive/Train/A/8439_A.jpg,A
file:/content/archive/Train/C/18815_C.jpg,C
file:/content/archive/Train/C/25007_C.jpg,C
file:/content/archive/Train/E/19186_E.jpg,E
file:/content/archive/Train/E/24251_E.jpg,E
file:/content/archive/Train/E/4917_E.jpg,E
file:/content/archive/Train/F/14449_F.jpg,F
file:/content/archive/Train/F/2779_F.jpg,F
file:/content/archive/Train/F/9909_F.jpg,F
file:/content/archive/Train/L/1837_L.jpg,L
file:/content/archive/Train/N/13383_N.jpg,N
file:/content/archive/Train/N/15415_N.jpg,N
file:/content/archive/Train/N/19653_N.jpg,N
file:/content/archive/Train/N/21675_N.jpg,N
file:/content/archive/Train/O/23526_O.jpg,O
file:/content/archive/Train/O/5280_O.jpg,O
file:/content/archive/Train/O/7309_O.jpg,O
file:/content/archive/Train/P/23275_P.jpg,P
file:/content/archive/Train/S/20899_S.jpg,S
file:/content/archive/Train/S/8451_S.jpg,S
file:/content/archive/Train/V/1172_V.jpg,V
file:/content/archive/Train/X/5247_X.jpg,X
file:/content/archive/Train/A/4601_A.jpg,A
file:/content/archive/Train/A/9921_A.jpg,A
file:/content/archive/Train/C/21634_C.jpg,C
file:/content/archive/Train/C/7045_C.jpg,C
file:/content/archive/Train/C/7237_C.jpg,C
file:/content/archive/Train/C/9418_C.jpg,C
file:/content/archive/Train/F/12822_F.jpg,F
file:/content/archive/Train/F/15636_F.jpg,F
file:/content/archive/Train/F/3526_F.jpg,F
file:/content/archive/Train/L/12568_L.jpg,L
file:/content/archive/Train/L/1698_L.jpg,L
file:/content/archive/Train/L/3136_L.jpg,L
file:/content/archive/Train/L/8057_L.jpg,L
file:/content/archive/Train/M/405_M.jpg,M
file:/content/archive/Train/N/1257_N.jpg,N
file:/content/archive/Train/N/16582_N.jpg,N
file:/content/archive/Train/N/25838_N.jpg,N
file:/content/archive/Train/N/3264_N.jpg,N
file:/content/archive/Train/O/17616_O.jpg,O
file:/content/archive/Train/O/27445_O.jpg,O
file:/content/archive/Train/P/9321_P.jpg,P
file:/content/archive/Train/Q/11620_Q.jpg,Q
file:/content/archive/Train/Q/20437_Q.jpg,Q
file:/content/archive/Train/Q/21731_Q.jpg,Q
file:/content/archive/Train/Q/9068_Q.jpg,Q
file:/content/archive/Train/U/21840_U.jpg,U
file:/content/archive/Train/W/18035_W.jpg,W
file:/content/archive/Train/X/11510_X.jpg,X
file:/content/archive/Train/X/9451_X.jpg,X
file:/content/archive/Train/A/23978_A.jpg,A
file:/content/archive/Train/A/620_A.jpg,A
file:/content/archive/Train/A/6748_A.jpg,A
file:/content/archive/Train/B/12545_B.jpg,B
file:/content/archive/Train/B/19163_B.jpg,B
file:/content/archive/Train/C/7644_C.jpg,C
file:/content/archive/Train/C/778_C.jpg,C
file:/content/archive/Train/E/11069_E.jpg,E
file:/content/archive/Train/F/5270_F.jpg,F
file:/content/archive/Train/F/8048_F.jpg,F
file:/content/archive/Train/F/9304_F.jpg,F
file:/content/archive/Train/G/16434_G.jpg,G
file:/content/archive/Train/G/20297_G.jpg,G
file:/content/archive/Train/H/21618_H.jpg,H
file:/content/archive/Train/L/1726_L.jpg,L
file:/content/archive/Train/L/4204_L.jpg,L
file:/content/archive/Train/L/9037_L.jpg,L
file:/content/archive/Train/N/25980_N.jpg,N
file:/content/archive/Train/O/14650_O.jpg,O
file:/content/archive/Train/O/15834_O.jpg,O
file:/content/archive/Train/O/27208_O.jpg,O
file:/content/archive/Train/O/7610_O.jpg,O
file:/content/archive/Train/Q/17505_Q.jpg,Q
file:/content/archive/Train/Q/22946_Q.jpg,Q
file:/content/archive/Train/Q/2815_Q.jpg,Q
file:/content/archive/Train/Q/5609_Q.jpg,Q
file:/content/archive/Train/S/22594_S.jpg,S
file:/content/archive/Train/U/10376_U.jpg,U
file:/content/archive/Train/X/13766_X.jpg,X
file:/content/archive/Train/Y/8444_Y.jpg,Y
file:/content/archive/Train/A/15751_A.jpg,A
file:/content/archive/Train/A/15838_A.jpg,A
file:/content/archive/Train/A/4164_A.jpg,A
file:/content/archive/Train/C/14181_C.jpg,C
file:/content/archive/Train/C/17156_C.jpg,C
file:/content/archive/Train/C/4247_C.jpg,C
file:/content/archive/Train/E/23575_E.jpg,E
file:/content/archive/Train/F/11662_F.jpg,F
file:/content/archive/Train/F/13517_F.jpg,F
file:/content/archive/Train/F/2479_F.jpg,F
file:/content/archive/Train/G/24019_G.jpg,G
file:/content/archive/Train/G/26927_G.jpg,G
file:/content/archive/Train/M/10638_M.jpg,M
file:/content/archive/Train/M/3330_M.jpg,M
file:/content/archive/Train/N/9572_N.jpg,N
file:/content/archive/Train/O/10606_O.jpg,O
file:/content/archive/Train/O/23652_O.jpg,O
file:/content/archive/Train/O/26098_O.jpg,O
file:/content/archive/Train/P/9096_P.jpg,P
file:/content/archive/Train/Q/3315_Q.jpg,Q
file:/content/archive/Train/Q/6844_Q.jpg,Q
file:/content/archive/Train/T/10500_T.jpg,T
file:/content/archive/Train/T/17093_T.jpg,T
file:/content/archive/Train/T/8061_T.jpg,T
file:/content/archive/Train/V/18317_V.jpg,V
file:/content/archive/Train/V/4172_V.jpg,V
file:/content/archive/Train/W/25846_W.jpg,W
file:/content/archive/Train/X/20842_X.jpg,X
file:/content/archive/Train/X/26721_X.jpg,X
file:/content/archive/Train/Y/21690_Y.jpg,Y
file:/content/archive/Train/Y/7683_Y.jpg,Y
file:/content/archive/Train/Y/9636_Y.jpg,Y
file:/content/archive/Train/A/14947_A.jpg,A
file:/content/archive/Train/A/1819_A.jpg,A
file:/content/archive/Train/A/19954_A.jpg,A
file:/content/archive/Train/A/21289_A.jpg,A
file:/content/archive/Train/C/10465_C.jpg,C
file:/content/archive/Train/C/12166_C.jpg,C
file:/content/archive/Train/F/20936_F.jpg,F
file:/content/archive/Train/F/6941_F.jpg,F
file:/content/archive/Train/G/13294_G.jpg,G
file:/content/archive/Train/H/25842_H.jpg,H
file:/content/archive/Train/L/2647_L.jpg,L
file:/content/archive/Train/L/9303_L.jpg,L
file:/content/archive/Train/N/23552_N.jpg,N
file:/content/archive/Train/O/21405_O.jpg,O
file:/content/archive/Train/O/23112_O.jpg,O
file:/content/archive/Train/O/6288_O.jpg,O
file:/content/archive/Train/Q/12163_Q.jpg,Q
file:/content/archive/Train/Q/15828_Q.jpg,Q
file:/content/archive/Train/Q/19791_Q.jpg,Q
file:/content/archive/Train/Q/23221_Q.jpg,Q
file:/content/archive/Train/R/4852_R.jpg,R
file:/content/archive/Train/S/19092_S.jpg,S
file:/content/archive/Train/T/24916_T.jpg,T
file:/content/archive/Train/W/10263_W.jpg,W
file:/content/archive/Train/Y/24084_Y.jpg,Y
file:/content/archive/Train/Y/7528_Y.jpg,Y
file:/content/archive/Train/A/11173_A.jpg,A
file:/content/archive/Train/A/14380_A.jpg,A
file:/content/archive/Train/A/6048_A.jpg,A
file:/content/archive/Train/C/12831_C.jpg,C
file:/content/archive/Train/C/13185_C.jpg,C
file:/content/archive/Train/C/5004_C.jpg,C
file:/content/archive/Train/C/7705_C.jpg,C
file:/content/archive/Train/F/13090_F.jpg,F
file:/content/archive/Train/F/13219_F.jpg,F
file:/content/archive/Train/F/13597_F.jpg,F
file:/content/archive/Train/F/25314_F.jpg,F
file:/content/archive/Train/F/9220_F.jpg,F
file:/content/archive/Train/G/25168_G.jpg,G
file:/content/archive/Train/L/10833_L.jpg,L
file:/content/archive/Train/L/15673_L.jpg,L
file:/content/archive/Train/L/22292_L.jpg,L
file:/content/archive/Train/L/23674_L.jpg,L
file:/content/archive/Train/L/3864_L.jpg,L
file:/content/archive/Train/M/21826_M.jpg,M
file:/content/archive/Train/M/7748_M.jpg,M
file:/content/archive/Train/N/15564_N.jpg,N
file:/content/archive/Train/N/17_N.jpg,N
file:/content/archive/Train/N/3521_N.jpg,N
file:/content/archive/Train/O/18138_O.jpg,O
file:/content/archive/Train/O/6459_O.jpg,O
file:/content/archive/Train/O/6800_O.jpg,O
file:/content/archive/Train/O/9031_O.jpg,O
file:/content/archive/Train/Q/1055_Q.jpg,Q
file:/content/archive/Train/Q/13285_Q.jpg,Q
file:/content/archive/Train/Q/14033_Q.jpg,Q
file:/content/archive/Train/Q/15782_Q.jpg,Q
file:/content/archive/Train/T/26687_T.jpg,T
file:/content/archive/Train/W/23725_W.jpg,W
file:/content/archive/Train/X/445_X.jpg,X
file:/content/archive/Train/Y/4676_Y.jpg,Y
file:/content/archive/Train/A/16358_A.jpg,A
file:/content/archive/Train/A/19857_A.jpg,A
file:/content/archive/Train/A/3759_A.jpg,A
file:/content/archive/Train/B/9809_B.jpg,B
file:/content/archive/Train/C/3004_C.jpg,C
file:/content/archive/Train/C/686_C.jpg,C
file:/content/archive/Train/E/14102_E.jpg,E
file:/content/archive/Train/E/613_E.jpg,E
file:/content/archive/Train/F/15814_F.jpg,F
file:/content/archive/Train/F/22976_F.jpg,F
file:/content/archive/Train/F/2395_F.jpg,F
file:/content/archive/Train/F/544_F.jpg,F
file:/content/archive/Train/F/8196_F.jpg,F
file:/content/archive/Train/H/17154_H.jpg,H
file:/content/archive/Train/L/15542_L.jpg,L
file:/content/archive/Train/L/21409_L.jpg,L
file:/content/archive/Train/M/18466_M.jpg,M
file:/content/archive/Train/M/18665_M.jpg,M
file:/content/archive/Train/M/24921_M.jpg,M
file:/content/archive/Train/N/19750_N.jpg,N
file:/content/archive/Train/N/24234_N.jpg,N
file:/content/archive/Train/O/13302_O.jpg,O
file:/content/archive/Train/P/21580_P.jpg,P
file:/content/archive/Train/P/255_P.jpg,P
file:/content/archive/Train/Q/7292_Q.jpg,Q
file:/content/archive/Train/Q/8339_Q.jpg,Q
file:/content/archive/Train/S/1504_S.jpg,S
file:/content/archive/Train/V/13141_V.jpg,V
file:/content/archive/Train/V/819_V.jpg,V
file:/content/archive/Train/W/26035_W.jpg,W
file:/content/archive/Train/Y/21517_Y.jpg,Y
file:/content/archive/Train/Y/26432_Y.jpg,Y
file:/content/archive/Train/Y/9924_Y.jpg,Y
file:/content/archive/Train/A/26045_A.jpg,A
file:/content/archive/Train/B/13874_B.jpg,B
file:/content/archive/Train/C/4987_C.jpg,C
file:/content/archive/Train/E/11801_E.jpg,E
file:/content/archive/Train/E/1464_E.jpg,E
file:/content/archive/Train/E/16200_E.jpg,E
file:/content/archive/Train/E/5125_E.jpg,E
file:/content/archive/Train/F/15480_F.jpg,F
file:/content/archive/Train/G/14888_G.jpg,G
file:/content/archive/Train/G/22318_G.jpg,G
file:/content/archive/Train/G/22418_G.jpg,G
file:/content/archive/Train/G/22806_G.jpg,G
file:/content/archive/Train/G/24242_G.jpg,G
file:/content/archive/Train/G/6068_G.jpg,G
file:/content/archive/Train/H/12954_H.jpg,H
file:/content/archive/Train/H/21812_H.jpg,H
file:/content/archive/Train/L/12011_L.jpg,L
file:/content/archive/Train/L/12330_L.jpg,L
file:/content/archive/Train/L/9154_L.jpg,L
file:/content/archive/Train/N/18131_N.jpg,N
file:/content/archive/Train/O/5806_O.jpg,O
file:/content/archive/Train/O/637_O.jpg,O
file:/content/archive/Train/O/6454_O.jpg,O
file:/content/archive/Train/O/7771_O.jpg,O
file:/content/archive/Train/P/12629_P.jpg,P
file:/content/archive/Train/P/19929_P.jpg,P
file:/content/archive/Train/Q/14988_Q.jpg,Q
file:/content/archive/Train/Q/15481_Q.jpg,Q
file:/content/archive/Train/Q/20573_Q.jpg,Q
file:/content/archive/Train/S/23238_S.jpg,S
file:/content/archive/Train/T/3369_T.jpg,T
file:/content/archive/Train/V/25535_V.jpg,V
file:/content/archive/Train/Y/12894_Y.jpg,Y
